ID,Clee,Nombre_Unidad_Económica,Razón_social,Código_SCIAN,Nombre_SCIAN,Personal_ocupado_maximo,Tipo_vialidad,Nombre_vialidad,entre_vialidad_1,Nombre_entre_vialidad_1,entre_vialidad_2,Nombre_entre_vialidad_2,entre_vialidad_3,Nombre_entre_vialidad_3,Número_exterior,Letra_exterior,Edificio,Edificio_Piso,Número_interior,Letra_interior,Nombre_colonia,Tipo_centro_comercial,Nombre_plaza,Número_local,Código_Postal,Clave_entidad,Entidad_federativa,Clave_municipio,Municipio,Clave_localidad,AGEB,Manzana,teléfono,Correo,Sitio_web,Latitud,Longitud,Fecha_registro_DENUE
7658096,19046812110020251000000000U2,ALMA ORTIZ ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,NOGAL,CALLE,OLMOS,CALLE,OLIVOS,CALLE,PIRUL,NaN,SN,NaN,NaN,NaN,NaN,HACIENDA LOS MORALES 3 SECTOR,NaN,NaN,NaN,66495,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,145A,25,NaN,NaN,NaN,25.71280255,-100.2438864,2019-11
2975521,19046812110005911000000000U0,AVRIL ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,VICENTE GUERRERO,CALLE,RIO BALSAS,CALLE,PLAZA DE IZUCAR,CALLE,TIXTLA,532,A,NaN,NaN,NaN,NaN,VICENTE GUERRERO,NaN,NaN,NaN,66437,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,926,29,NaN,NaN,NaN,25.75611492,-100.2527342,2014-12
7540665,19046812110017101000000000U4,BACKSTAGE ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,REPUBLICA MEXICANA,CALLE,CERRO TULILLO,CALLE,CERRO PEÑA COLORADA,CALLE,CERRO DEL DIEZMO,314,NaN,NaN,NaN,0,NaN,EL FUNDADOR,NaN,NaN,NaN,66414,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,875,25,8119079106,LETYPADILLA@HOTMAIL.COM,NaN,25.75708866,-100.2761609,2019-11
7540839,19046812110017371000000000U3,BEAUTIFUL ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,NICEFORO ZAMBRANO,CALLE,LORENZO SEPULVEDA,CALLE,DOCTOR IGNACIO ROEL,CALLE,RAMÓN GAMEZ,113,NaN,NaN,NaN,NaN,NaN,CONSTITUYENTES DEL 17,NaN,NaN,NaN,66410,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,856,8,8120524571,NaN,NaN,25.76357459,-100.2715955,2019-11
3026819,19046812110008961000000000U2,BELLA FRANCA ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,TORRES DE SANTO DOMINGO,AVENIDA,ROBERTO ESPINOZA VAZQUEZ,CALLE,FUENTE RICA,CALLE,PACIENCIA,905,C,NaN,NaN,NaN,NaN,PEDREGAL DE SANTO DOMINGO,NaN,NaN,NaN,66444,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1055,50,NaN,NaN,NaN,25.73502718,-100.2636303,2010-07
2978422,19046812110013421000000000U0,CHICK SALON ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,IGNACIO DE LOYOLA,CALLE,SAN SALVADOR,CALLE,ORION,CALLE,SAN TIMOTEO,1500,NaN,NaN,NaN,NaN,NaN,VILLAS DE SAN CRISTOBAL 2DO SECT,NaN,NaN,NaN,66478,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1591,18,8116084410,NaN,NaN,25.73370519,-100.2145354,2014-12
6214913,19046812110010241000000000U5,CHIQUIS ESTETICA UNISEX,ESTÉTICA MARY LU ,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,DERECHOS DEL TRABAJADOR,CALLE,MARTIRES DE RIO BLANCO,PEATONAL,MARTIRES DE CHICAGO,PEATONAL,PLAN DE LA GARANTÍA DE LA LIBERTAD,304,A,NaN,NaN,NaN,NaN,CONSTITUYENTES DE QUERETARO SECT 4,NaN,NaN,NaN,66490,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1252,14,NaN,NaN,NaN,25.71466849,-100.2631375,2010-07
7678568,19046812110015401000000000U0,EL SALON ESTETICA,EL SALON ESTETICA ,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,LAGO ONTARIO,CALLE,LAGO SUPERIOR,AVENIDA,LAS TORRES,CALLE,LAGO DE JACO,NaN,SN,NaN,NaN,NaN,NaN,LOS ANGELES 5 SEC,NaN,NaN,NaN,66470,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1106,62,NaN,NaN,NaN,25.72603007,-100.2227569,2019-11
8506289,19046812110016221000000000U1,ESRETICA CORALINE,ESTETICA CORALINE ,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,LOS PINOS,CALLE,TOLEDO,AVENIDA,PALERMO,CALLE,MONTECARLO,545,NaN,NaN,NaN,NaN,NaN,LOS ANGELES,NaN,NaN,NaN,66478,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,682,18,NaN,NaN,NaN,25.72854689,-100.2318975,2019-11
8461918,19046812110020541000000000U6,ESTETICA,ESTETICA ,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,LOS PINOS,CALLE,RIO LA SILLA,CALLE,RIO RAMOS,CALLE,RÍO GRIJALVA,221,B,NaN,NaN,NaN,NaN,VILLAS DE ORIENTE,NaN,NaN,NaN,66470,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1356,52,NaN,NaN,NaN,25.72826846,-100.2410841,2019-11
8461972,19046812110020551000000000U5,ESTETICA,ESTETICA ,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,ZANZIBAR,CALLE,BAGDAD,CALLE,OJO DE AGUA,AVENIDA,NOGALAR SUR,213,NaN,NaN,NaN,NaN,NaN,FUTURO NOGALAR,NaN,NaN,NaN,66484,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,324,14,NaN,NaN,NaN,25.71332402,-100.2813706,2019-11
7678635,19046812110015461000000000U4,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,CASA BLANCA,AVENIDA,FENIX,CALLE,SAN DIONISIO,CALLE,SAN VALENTÍN,1334,NaN,NaN,NaN,NaN,NaN,RESIDENCIAL SAN CRISTOBAL,NaN,NaN,NaN,66477,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1591,7,8182539757,NaN,NaN,25.73418971,-100.2169301,2019-11
7678680,19046812110015481000000000U2,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,SAN PATRICIO,CALLE,SAN CRISTOBAL,CALLE,ORION,CALLE,SAN PEDRO,NaN,SN,NaN,NaN,NaN,NaN,VILLAS DE SAN CRISTOBAL,NaN,NaN,NaN,66478,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1591,32,8115726678,NaN,NaN,25.73238229,-100.2131251,2019-11
7679084,19046812110015491000000000U1,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,PALERMO,CALLE,SORRENTO,CALLE,VALLADOLID,CALLE,PAMPLONA,0,SN,NaN,NaN,0,NaN,LOS ANGELES PRIMER SECTOR,NaN,NaN,NaN,66478,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1093,6,NaN,NaN,NaN,25.72972408,-100.2328233,2019-11
7656557,19046812110019631000000000U8,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,DIPUTADO GERZAYN R. UGARTE,CALLE,DIPUTADO FERNaNDO GOMEZ PALACIO,CALLE,SILVESTRE DORADOR,CALLE,DIPUTADO ALMICAR VIDAL,503,A,NaN,NaN,NaN,NaN,CONSTITUYENTES DE QUERETARO SECT 2,NaN,NaN,NaN,66490,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1248,23,NaN,NaN,NaN,25.71638705,-100.2608299,2019-11
7656740,19046812110019691000000000U2,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,CHIHUAHUA,CALLE,MARIA CAMARA VELEZ,CALLE,CUITLAHUAC,CALLE,NOCHEBUENA,311,NaN,NaN,NaN,NaN,NaN,PASEO DEL NOGALAR,NaN,NaN,NaN,66489,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,113A,29,NaN,NaN,NaN,25.72429363,-100.2695906,2019-11
7656893,19046812110019751000000000U4,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,FUNDIDORES,CALLE,RIO PABLILLOS,CALLE,RIO GRANDE,CALLE,RÍO GUADALQUIVIR,NaN,SN,NaN,NaN,NaN,NaN,VILLAS DE ORIENTE,NaN,NaN,NaN,66470,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1356,21,8180104712,NaN,NaN,25.73055042,-100.2454021,2019-11
7656959,19046812110019781000000000U1,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,RIO GRIJALVA,CALLE,RIO SENA,CALLE,RIO RAMOS,CALLE,RÍO BRAVO,219,NaN,NaN,NaN,NaN,NaN,VILLAS DE ORIENTE,NaN,NaN,NaN,66470,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1356,50,8121632630,NaN,NaN,25.7286318,-100.2419971,2019-11
7657128,19046812110019841000000000U3,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,SEVILLA,CALLE,LAGO TITICACA,CALLE,LAGO DE PATZCUARO,CALLE,CÓRDOBA,322,NaN,NaN,NaN,NaN,NaN,ANDALUCIA,NaN,NaN,NaN,66470,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1159,24,8124237027,NaN,NaN,25.72256175,-100.2423947,2019-11
7657311,19046812110019891000000000U8,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,G. M. NAVARRO,CALLE,FRANCISCO MARTINEZ DEL CAMPO,CALLE,BRUNO MORENO,ANDADOR,LUIS FERNÁNDEZ MARTÍNEZ,405,NaN,NaN,NaN,NaN,NaN,CONSTITUYENTES DE QUERETARO,NaN,NaN,NaN,66490,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,714,13,NaN,NaN,NaN,25.72152213,-100.2555587,2019-11
7657914,19046812110020131000000000U6,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,LISBOA,CALLE,ESTOCOLMO,CALLE,BRUSELAS,CALLE,PARÍS,507,NaN,NaN,NaN,NaN,NaN,BOSQUES DEL NOGALAR 2DO SECT,NaN,NaN,NaN,66480,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,031A,18,NaN,NaN,NaN,25.71339745,-100.2766246,2019-11
2977046,19046812110013891000000000U4,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,LICENCIADO JOSE MARIA PINO SUAREZ,CALLE,GENERAL SIMON BOLIVAR,CALLE,GENERAL TERAN,CALLE,GENERAL TERÁN,NaN,SN,NaN,NaN,NaN,NaN,CENTRO,NaN,NaN,NaN,66400,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,146,40,8180570456,NaN,NaN,25.75091908,-100.2864572,2014-12
8642381,19046812110016521000000000U4,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,LICENCIADO AARON SAENZ,CALLE,EDUARDO LIVAS VILLARREAL,CALLE,GENERAL ANTONIO I. VILLARREAL,CALLE,RAÚL RANGEL FRÍAS,NaN,SN,NaN,NaN,NaN,NaN,PEÑA GUERRA,NaN,NaN,NaN,66490,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,343,19,NaN,NaN,NaN,25.71729491,-100.2558504,2019-11
8830119,19046812110016721000000000U0,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,MANUEL DE LA  PEÑA Y PEÑA,CALLE,VICENTE ACOSTA,CALLE,MARISCAL CAMARGO,CALLE,IGNACIO HIDALGO,NaN,SN,NaN,NaN,NaN,NaN,VALLE DE SANTO DOMINGO FOMERREY 34,NaN,NaN,NaN,66447,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,095A,33,8116051921,NaN,NaN,25.74577654,-100.2577225,2019-11
8684212,19046812110014211000000000U4,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,XICOTENCATL,CALLE,FRANCISCO VILLA,CALLE,CHIHUAHUA,CALLE,MARÍA CAMARA VÉLEZ,NaN,SN,NaN,NaN,NaN,NaN,FLORIDOS BOSQUES DEL NOGALAR (FOMERREY 90),NaN,NaN,NaN,66486,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1233,6,NaN,NaN,NaN,25.72350924,-100.2691716,2019-11
8684507,19046812110014331000000000U0,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,TORREMOLINOS,CALLE,GRANADA,CALLE,SEVILLA,CALLE,MORÓN,502,NaN,NaN,NaN,NaN,NaN,ANDALUCIA,NaN,NaN,NaN,66470,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1159,17,NaN,NaN,NaN,25.72359021,-100.2428638,2019-11
3054091,19046812110001301000000000U8,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,PUERTO CORTEZ,CALLE,FELIPE ÁNGELES,AVENIDA,MARIO J. MONTEMAYOR,CALLE,PUERTO REAL,812,NaN,NaN,NaN,NaN,NaN,NUEVO MUNDO SECT 2,NaN,NaN,NaN,66490,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1271,18,8183775173,NaN,NaN,25.70952131,-100.2465164,2010-07
2978361,19046812110012491000000000U4,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,MANZANARES,CALLE,CALLE DE LOS GRANDES LAGOS,PRIVADA,HAMBURGO,CALLE,SAN TELMO,1212,NaN,NaN,NaN,NaN,NaN,LOS ANGELES 3ER SECTOR,NaN,NaN,NaN,66478,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1110,1,8183219831,NaN,NaN,25.73152614,-100.2201924,2014-12
2977888,19046812110012111000000000U8,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,CONFEDERACION DE TRABAJADORES DE MEXICO,PEATONAL,DE LA LIBERTAD,PEATONAL,DERECHO DE HUELGA,CALLE,DE LA LIBERTAD,704,NaN,NaN,NaN,NaN,NaN,CONSTITUYENTES DE QUERETARO 4 SECTOR,NaN,NaN,NaN,66490,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1252,30,NaN,NaN,NaN,25.71270337,-100.2625028,2014-12
2977897,19046812110013291000000000U7,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,ROMULO GARZA,PEATONAL,P.DE 1917,PEATONAL,PEATONAL DE LA LIBERTAD,PEATONAL,PEATONAL DE LAS GARANTÍAS INDIVIDUALES,NaN,SN,NaN,NaN,NaN,NaN,CONSTITUYENTES DE QUERETARO SECT 4,NaN,NaN,NaN,66490,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1252,31,NaN,NaN,NaN,25.71200375,-100.2622577,2014-12
2977967,19046812110010981000000000U6,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,ANDADOR,NINGUNO,AVENIDA,ROMULO GARZA,AVENIDA,ROBERTO GARZA SADA,ANDADOR,NINGUNO,509,A,NaN,NaN,NaN,NaN,CONSTITUYENTES DE QUERETARO SECT 2,NaN,NaN,NaN,66490,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,343,58,NaN,NaN,NaN,25.71292957,-100.2601609,2014-12
2978218,19046812110012291000000000U8,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,VALLADOLID,CALLE,NAPOLES,CALLE,FLORENCIA,CALLE,MADRID,0,SN,NaN,NaN,0,NaN,LOS ANGELES SECT 1,NaN,NaN,NaN,66478,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1093,14,NaN,NaN,NaN,25.72970131,-100.2352101,2014-12
3003491,19046812110011911000000000U2,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,TEXCOCO,CALLE,XICOTENCATL,CALLE,CUITLAHUAC,CALLE,LICENCIADO ADOLFO LÓPEZ MATEOS,208,B,NaN,NaN,NaN,NaN,AZTECA,NaN,NaN,NaN,66480,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1233,30,NaN,NaN,NaN,25.71909714,-100.2670919,2010-07
3026386,19046812110002331000000000U4,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,JAPONESES,CALLE,CHINOS,CALLE,SUECOS,CALLE,ÁRABES,NaN,SN,NaN,NaN,NaN,NaN,CARMEN ROMANO DE LOPEZ PORTILLO (FOMERREY 27),NaN,NaN,NaN,66444,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1125,27,8183832764,NaN,NaN,25.72691553,-100.2752394,2010-07
3026478,19046812110002351000000000U2,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,NOCHEBUENA,CALLE,DURANGO,CALLE,GUSTAVO DIAZ ORDAZ,CALLE,AMAPOLA,109,NaN,NaN,NaN,0,NaN,PASEO DEL NOGALAR,NaN,NaN,NaN,66480,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,120A,24,8119060252,NaN,NaN,25.72329271,-100.2731559,2010-07
2977753,19046812110010661000000000U4,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,IGNACIO DE LA LLAVE,PEATONAL,LA REFORMA,CALLE,IGNACIO MANUEL ALTAMIRANO,PEATONAL,JOSÉ SILVESTRE ARAMBERRI,521,NaN,NaN,NaN,NaN,NaN,CONSTITUYENTES DE QUERETARO SECT 6,NaN,NaN,NaN,66490,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1267,33,NaN,NaN,NaN,25.70914523,-100.2702155,2014-12
2977755,19046812110012241000000000U3,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,IGNACIO DE LA LLAVE,PEATONAL,LA REFORMA,CALLE,PROLONGACION CHURUBUSCO,PEATONAL,JOSÉ SILVESTRE ARAMBERRI,409,NaN,NaN,NaN,NaN,NaN,CONSTITUYENTES DE QUERETARO SECT 6,NaN,NaN,NaN,66490,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1267,34,NaN,NaN,NaN,25.70924896,-100.2686548,2014-12
2977760,19046812110013271000000000U9,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,IGNACIO RAMIREZ,CALLE,LERDO DE TEJADA,CALLE,GUILLERMO PRIETO,PEATONAL,CALLE DEL 57,420,NaN,NaN,NaN,NaN,NaN,CONSTITUYENTES DE QUERETARO SECT 5,NaN,NaN,NaN,66490,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1267,2,NaN,NaN,NaN,25.71264848,-100.266952,2014-12
2977761,19046812110011851000000000U0,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,GUILLERMO PRIETO,CALLE,IGNACIO RAMIREZ,PEATONAL,CALLE DEL 57,CALLE,LERDO DE TEJADA,NaN,SN,NaN,NaN,NaN,NaN,CONSTITUYENTES DE QUERETARO SECT 5,NaN,NaN,NaN,66490,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1267,2,NaN,NaN,NaN,25.71232577,-100.2667537,2014-12
3029334,19046812110008511000000000U5,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,AVENIDA,LOS PINOS,CALLE,TOLEDO,AVENIDA,PALERMO,CALLE,MONTECARLO,NaN,SN,NaN,NaN,NaN,NaN,LOS ANGELES,NaN,NaN,NaN,66478,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,682,18,NaN,NaN,NaN,25.7287993,-100.231205,2010-07
3035674,19046812110003061000000000U6,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,NICEFORO ZAMBRANO,CALLE,RAUL MURRIETA,CALLE,DIPUTADO AMADOR LOZANO,CALLE,DIPUTADO LUIS M. ROJAS,303,D,NaN,NaN,NaN,NaN,CONSTITUYENTES DE QUERETARO SECT 2,NaN,NaN,NaN,66490,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,343,21,8182142646,NaN,NaN,25.71455732,-100.2590081,2010-07
3035698,19046812110000721000000000U8,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,HERIBERTO JARA,ANDADOR,NINGUNO,CALLE,EJERCITO CONSTITUCIONALISTA,CALLE,DIPUTADO FROYLAN MANJARREZ,435,A,NaN,NaN,NaN,NaN,CONSTITUYENTES DE QUERETARO SECT 1,NaN,NaN,NaN,66490,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1604,30,NaN,NaN,NaN,25.71566399,-100.2529239,2010-07
3035824,19046812110000351000000000U4,ESTETICA,NaN,812110,Salones y clínicas de belleza y peluquerías,5,CALLE,LIBERTAD DE EXPRESION,CALLE,CONFEDERACION DE TRABAJADORES DE MEXICO,CALLE,MARTIRES DE CANaNEA,CALLE,MÁRTIRES DE CANaNEA,350,NaN,NaN,NaN,NaN,NaN,CONSTITUYENTES DE QUERETARO 4 SECTOR,NaN,NaN,NaN,66490,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,1252,26,NaN,NaN,NaN,25.71246462,-100.2655697,2010-07
